game_date,team_home,team_away,most_common_total_line,average_total_line,most_common_moneyline_home,average_moneyline_home,most_common_moneyline_away,average_moneyline_away,most_common_spread_home,average_spread_home,most_common_spread_away,average_spread_away,average_total_over_money,average_total_under_money,most_common_total_over_money,most_common_total_under_money,season_year
2025-11-22 22:00:00+00:00,Orlando Magic,New York Knicks,230.4999,222.1537,130.0001,125.3839,-104.9999,-72.2584,2.0001,1.4232,-1.9999,-1.423,,,,,2025
2025-11-22 18:00:00+00:00,Charlotte Hornets,Los Angeles Clippers,227.4999,218.6153,115.0001,113.7986,105.0001,89.3109,1.5001,1.0386,-1.4999,-1.0384,,,,,2025
2025-11-22 03:00:00+00:00,Golden State Warriors,Portland Trail Blazers,236.9999,236.9582,420.0001,427.0834,-324.9999,-331.3332,10.0001,10.1251,-9.9999,-10.1249,,,,,2025
2025-11-22 03:00:00+00:00,Utah Jazz,Oklahoma City Thunder,234.4999,234.2082,-749.9999,-870.0832,1600.0001,1568.9168,-16.4999,-16.5416,16.5001,16.5418,,,,,2025
2025-11-22 02:30:00+00:00,Houston Rockets,Denver Nuggets,234.4999,234.2499,150.0001,149.7501,-124.9999,-127.9999,2.5001,2.8751,-2.4999,-2.8749,,,,,2025
2025-11-22 02:00:00+00:00,Phoenix Suns,Minnesota Timberwolves,230.4999,230.6249,-159.9999,-158.9999,182.0001,185.3334,-4.4999,-4.4999,4.5001,4.5001,,,,,2025
2025-11-22 01:30:00+00:00,Dallas Mavericks,New Orleans Pelicans,233.9999,234.0416,160.0001,156.9168,-134.9999,-134.4999,3.5001,3.5418,-3.4999,-3.5416,,,,,2025
2025-11-22 01:00:00+00:00,Chicago Bulls,Miami Heat,249.9999,250.3332,135.0001,136.1668,-114.9999,-116.4166,2.5001,2.4584,-2.4999,-2.4582,,,,,2025
2025-11-22 00:30:00+00:00,Boston Celtics,Brooklyn Nets,221.9999,222.0832,900.0001,868.9168,-574.9999,-591.4999,13.5001,13.7501,-13.4999,-13.7499,,,,,2025
2025-11-22 00:30:00+00:00,Toronto Raptors,Washington Wizards,239.4999,239.0416,950.0001,953.7501,-599.9999,-625.4166,14.0001,14.2084,-13.9999,-14.2082,,,,,2025
2025-11-22 00:00:00+00:00,Cleveland Cavaliers,Indiana Pacers,241.4999,241.4582,900.0001,863.0834,-574.9999,-588.4999,13.5001,13.6251,-13.4999,-13.6249,,,,,2025
2025-11-21 01:00:00+00:00,Memphis Grizzlies,Sacramento Kings,234.4999,225.7691,155.0001,149.7178,-129.9999,-129.9999,3.5001,3.1155,-3.4999,-3.1153,,,,,2025
2025-11-21 01:00:00+00:00,Milwaukee Bucks,Philadelphia 76ers,223.4999,215.1922,-104.9999,-107.1537,125.0001,126.0001,-1.4999,-1.8461,1.5001,1.8463,,,,,2025
2025-11-21 01:00:00+00:00,San Antonio Spurs,Atlanta Hawks,233.4999,224.8845,101.0001,93.1986,115.0001,112.2663,1.0001,0.4445,-0.9999,-0.4443,,,,,2025
2025-11-21 00:00:00+00:00,Orlando Magic,Los Angeles Clippers,218.9999,210.0768,260.0001,245.5309,-199.9999,-203.6153,6.5001,6.077,-6.4999,-6.0768,,,,,2025
2025-11-20 03:00:00+00:00,Portland Trail Blazers,Chicago Bulls,244.4999,234.8845,-139.9999,-139.3845,160.0001,160.4039,-3.4999,-3.3076,3.5001,3.3078,,,,,2025
2025-11-20 02:30:00+00:00,Dallas Mavericks,New York Knicks,233.4999,224.4999,-284.9999,-289.6153,350.0001,358.5639,-8.4999,-8.0384,8.5001,8.0386,,,,,2025
2025-11-20 01:00:00+00:00,Minnesota Timberwolves,Washington Wizards,239.9999,230.8461,1300.0001,1347.3932,-724.9999,-826.4614,16.5001,15.9616,-16.4999,-15.9614,,,,,2025
2025-11-20 01:00:00+00:00,Oklahoma City Thunder,Sacramento Kings,232.4999,223.4999,2400.0,2255.9746,-999.9999,-1126.8461,18.5001,17.8847,-18.4999,-17.8845,,,,,2025
2025-11-20 01:00:00+00:00,New Orleans Pelicans,Denver Nuggets,234.9999,226.1922,-389.9999,-421.3076,550.0001,554.8709,-10.4999,-10.423,10.5001,10.4232,,,,,2025
2025-11-20 00:30:00+00:00,Miami Heat,Golden State Warriors,234.4999,224.8845,430.0001,415.6632,-319.9999,-327.1537,10.5001,9.6539,-10.4999,-9.6537,,,,,2025
2025-11-20 00:00:00+00:00,Indiana Pacers,Charlotte Hornets,237.9999,229.3076,-104.9999,-105.4614,125.0001,123.2801,-1.4999,-1.423,1.5001,1.4232,,,,,2025
2025-11-20 00:00:00+00:00,Cleveland Cavaliers,Houston Rockets,233.4999,224.1153,-104.9999,-87.923,120.0001,120.7647,-1.4999,-1.3076,1.5001,1.3078,,,,,2025
2025-11-20 00:00:00+00:00,Philadelphia 76ers,Toronto Raptors,233.9999,224.6922,-117.9999,-120.3076,145.0001,138.9132,-2.4999,-2.1922,2.5001,2.1924,,,,,2025
2025-11-19 04:00:00+00:00,Portland Trail Blazers,Phoenix Suns,235.4999,227.1537,117.0001,123.9601,-104.9999,-59.2307,2.0001,1.9232,-1.9999,-1.923,,,,,2025
2025-11-19 03:30:00+00:00,Los Angeles Lakers,Utah Jazz,239.9999,230.1922,670.0001,682.197,-519.9999,-500.8461,13.0001,12.3847,-12.9999,-12.3845,,,,,2025
2025-11-19 01:00:00+00:00,San Antonio Spurs,Memphis Grizzlies,233.9999,225.0384,245.0001,240.0432,-199.9999,-196.923,6.0001,5.9232,-5.9999,-5.923,,,,,2025
2025-11-19 00:30:00+00:00,Atlanta Hawks,Detroit Pistons,226.9999,218.7307,-104.9999,-40.5384,125.0001,119.4386,-1.4999,-1.4614,1.5001,1.4616,,,,,2025
2025-11-19 00:30:00+00:00,Brooklyn Nets,Boston Celtics,222.9999,214.7307,-429.9999,-426.5384,575.0001,578.1539,-10.9999,-10.8845,11.0001,10.8847,,,,,2025
2025-11-19 00:00:00+00:00,Orlando Magic,Golden State Warriors,223.4999,214.5768,-119.9999,-121.923,140.0001,140.6316,-2.4999,-2.4614,2.5001,2.4616,,,,,2025
2025-11-18 02:00:00+00:00,Denver Nuggets,Chicago Bulls,240.9999,231.6537,720.0001,767.2824,-574.9999,-548.923,13.0001,12.8078,-12.9999,-12.8076,,,,,2025
2025-11-18 01:00:00+00:00,New Orleans Pelicans,Oklahoma City Thunder,222.9999,214.1922,-999.9999,-1159.2307,2200.0,2279.1539,-18.4999,-17.8461,18.5001,17.8463,,,,,2025
2025-11-18 01:00:00+00:00,Minnesota Timberwolves,Dallas Mavericks,232.4999,223.4614,900.0001,915.7763,-599.9999,-607.2307,14.0001,13.6539,-13.9999,-13.6537,,,,,2025
2025-11-18 00:30:00+00:00,Toronto Raptors,Charlotte Hornets,239.9999,230.3845,330.0001,330.1924,-269.9999,-270.5384,8.0001,7.7693,-7.9999,-7.7691,,,,,2025
2025-11-18 00:30:00+00:00,Miami Heat,New York Knicks,244.4999,235.1922,120.0001,116.167,105.0001,-21.923,1.0001,1.2309,-0.9999,-1.2307,,,,,2025
2025-11-18 00:00:00+00:00,Philadelphia 76ers,Los Angeles Clippers,221.9999,213.2307,200.0001,197.8032,-169.9999,-169.9999,5.5001,5.0001,-5.4999,-4.9999,,,,,2025
2025-11-18 00:00:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,234.4999,216.2307,250.0001,243.1747,-209.9999,-203.2307,6.0001,5.4232,-5.9999,-5.423,,,,,2025
2025-11-18 00:00:00+00:00,Detroit Pistons,Indiana Pacers,230.4999,221.423,340.0001,340.6178,-269.9999,-276.8461,8.0001,8.1539,-7.9999,-8.1537,,,,,2025
2025-11-17 01:00:00+00:00,Phoenix Suns,Atlanta Hawks,226.4999,218.3076,120.0001,101.1309,-99.9999,-37.6922,1.5001,1.1539,-1.4999,-1.1537,,,,,2025
2025-11-17 01:00:00+00:00,Utah Jazz,Chicago Bulls,244.4999,234.8461,-159.9999,-164.6922,192.0001,190.5055,-4.4999,-4.4999,4.5001,4.5001,,,,,2025
2025-11-17 00:30:00+00:00,Dallas Mavericks,Portland Trail Blazers,236.4999,227.3845,-117.9999,-127.4614,150.0001,147.3839,-2.4999,-2.8845,2.5001,2.8847,,,,,2025
2025-11-17 00:00:00+00:00,Houston Rockets,Orlando Magic,223.4999,215.9614,310.0001,307.2693,-254.9999,-251.9999,7.5001,7.4232,-7.4999,-7.423,,,,,2025
2025-11-17 00:00:00+00:00,New Orleans Pelicans,Golden State Warriors,226.4999,217.6537,-399.9999,-408.7691,550.0001,534.4093,-10.4999,-10.3845,10.5001,10.3847,,,,,2025
2025-11-16 23:00:00+00:00,Washington Wizards,Brooklyn Nets,231.4999,223.1537,145.0001,138.487,-116.9999,-119.2307,2.5001,2.5001,-2.4999,-2.4999,,,,,2025
2025-11-16 21:00:00+00:00,San Antonio Spurs,Sacramento Kings,242.4999,233.3845,240.0001,250.2232,-194.9999,-209.2307,6.5001,6.4232,-6.4999,-6.423,,,,,2025
2025-11-16 20:30:00+00:00,Boston Celtics,Los Angeles Clippers,219.4999,210.8845,210.0001,217.6363,-179.9999,-178.2307,5.5001,5.1924,-5.4999,-5.1922,,,,,2025
2025-11-16 01:00:00+00:00,Milwaukee Bucks,Los Angeles Lakers,229.9999,221.3461,130.0001,127.4655,-109.9999,-109.5384,2.0001,1.7309,-1.9999,-1.7307,,,,,2025
2025-11-16 01:00:00+00:00,Minnesota Timberwolves,Denver Nuggets,236.9999,228.0384,105.0001,41.8463,115.0001,113.7763,-0.9999,-0.923,1.0001,0.9232,,,,,2025
2025-11-16 00:00:00+00:00,Indiana Pacers,Toronto Raptors,235.4999,226.2691,-199.9999,-206.7691,250.0001,246.7993,-6.4999,-5.8845,6.5001,5.8847,,,,,2025
2025-11-16 00:00:00+00:00,Charlotte Hornets,Oklahoma City Thunder,223.9999,215.423,-799.9999,-925.3076,1600.0001,1607.8462,-16.9999,-16.4999,17.0001,16.5001,,,,,2025
2025-11-15 22:00:00+00:00,Cleveland Cavaliers,Memphis Grizzlies,241.4999,232.2691,550.0001,512.5039,-389.9999,-394.923,10.5001,10.3847,-10.4999,-10.3845,,,,,2025
2025-11-15 02:30:00+00:00,San Antonio Spurs,Golden State Warriors,233.4999,233.5416,150.0001,124.6668,-129.9999,-107.2499,2.5001,2.3334,-2.4999,-2.3333,,,,,2025
2025-11-15 01:30:00+00:00,Dallas Mavericks,Los Angeles Clippers,220.9999,220.9166,-129.9999,-111.9999,150.0001,130.2501,-2.9999,-2.5833,3.0001,2.5834,,,,,2025
2025-11-15 01:00:00+00:00,Minnesota Timberwolves,Sacramento Kings,239.9999,240.0832,600.0001,491.7501,-439.9999,-366.0833,11.5001,9.5418,-11.4999,-9.5416,,,,,2025
2025-11-15 01:00:00+00:00,Milwaukee Bucks,Charlotte Hornets,237.9999,237.9582,380.0001,310.0001,-299.9999,-248.6666,9.0001,7.5418,-8.9999,-7.5416,,,,,2025
2025-11-15 01:00:00+00:00,Houston Rockets,Portland Trail Blazers,236.4999,236.6249,300.0001,249.1668,-239.9999,-204.5833,7.5001,6.2084,-7.4999,-6.2083,,,,,2025
2025-11-15 01:00:00+00:00,New Orleans Pelicans,Los Angeles Lakers,227.4999,227.3749,-339.9999,-296.3333,460.0001,378.6668,-9.4999,-7.9583,9.5001,7.9584,,,,,2025
2025-11-15 00:30:00+00:00,Detroit Pistons,Philadelphia 76ers,229.4999,229.4166,115.0001,91.9168,105.0001,56.9168,1.0001,0.2918,-0.9999,-0.2916,,,,,2025
2025-11-15 00:00:00+00:00,New York Knicks,Miami Heat,240.4999,240.6249,250.0001,205.0001,-209.9999,-169.6666,6.5001,5.3334,-6.4999,-5.3333,,,,,2025
2025-11-15 00:00:00+00:00,Orlando Magic,Brooklyn Nets,224.4999,224.5832,1000.0001,841.4168,-649.9999,-553.4166,14.5001,12.0834,-14.4999,-12.0833,,,,,2025
2025-11-14 02:00:00+00:00,Phoenix Suns,Indiana Pacers,232.9999,224.0384,160.0001,165.6809,-139.9999,-143.9999,3.5001,3.5001,-3.4999,-3.4999,,,,,2025
2025-11-14 02:00:00+00:00,Utah Jazz,Atlanta Hawks,233.9999,225.1922,-104.9999,-105.6922,125.0001,125.9147,-1.4999,-1.6153,1.5001,1.6155,,,,,2025
2025-11-14 00:00:00+00:00,Cleveland Cavaliers,Toronto Raptors,238.4999,229.0384,310.0001,287.7132,-251.9999,-235.6153,7.5001,7.3463,-7.4999,-7.3461,,,,,2025
2025-11-13 03:30:00+00:00,Los Angeles Clippers,Denver Nuggets,224.9999,216.3845,-164.9999,-163.3076,193.0001,203.8139,-4.4999,-4.3461,4.5001,4.3463,,,,,2025
2025-11-13 03:00:00+00:00,Sacramento Kings,Atlanta Hawks,230.4999,222.0768,-149.9999,-149.9999,180.0001,172.7424,-3.9999,-3.9614,4.0001,3.9616,,,,,2025
2025-11-13 02:30:00+00:00,Oklahoma City Thunder,Los Angeles Lakers,229.4999,221.0768,330.0001,320.4709,-259.9999,-260.9999,8.0001,7.7693,-7.9999,-7.7691,,,,,2025
2025-11-13 01:30:00+00:00,Dallas Mavericks,Phoenix Suns,227.4999,219.0384,-109.9999,-91.3076,130.0001,125.3763,-1.9999,-1.7307,2.0001,1.7309,,,,,2025
2025-11-13 01:00:00+00:00,New Orleans Pelicans,Portland Trail Blazers,232.4999,223.6153,-269.9999,-271.2307,340.0001,341.4724,-7.9999,-7.8461,8.0001,7.8463,,,,,2025
2025-11-13 01:00:00+00:00,San Antonio Spurs,Golden State Warriors,232.4999,222.9614,160.0001,159.4663,-134.9999,-137.5384,3.5001,3.5001,-3.4999,-3.4999,,,,,2025
2025-11-13 01:00:00+00:00,Houston Rockets,Washington Wizards,236.9999,227.9999,1600.0001,1539.3078,-799.9999,-880.0768,17.0001,16.2693,-16.9999,-16.2691,,,,,2025
2025-11-13 00:30:00+00:00,Boston Celtics,Memphis Grizzlies,227.4999,218.6922,300.0001,308.9324,-259.9999,-254.3076,8.5001,8.5386,-8.4999,-8.5384,,,,,2025
2025-11-13 00:30:00+00:00,Miami Heat,Cleveland Cavaliers,239.4999,229.9999,182.0001,187.0916,-164.9999,-160.4614,4.5001,4.7693,-4.4999,-4.7691,,,,,2025
2025-11-13 00:00:00+00:00,Detroit Pistons,Chicago Bulls,229.4999,221.5384,-124.9999,-120.923,148.0001,140.227,-2.9999,-2.2691,3.0001,2.2693,,,,,2025
2025-11-13 00:00:00+00:00,New York Knicks,Orlando Magic,227.4999,218.9999,170.0001,175.3455,-154.9999,-151.6922,4.0001,3.7309,-3.9999,-3.7307,,,,,2025
2025-11-13 00:00:00+00:00,Charlotte Hornets,Milwaukee Bucks,227.9999,219.8461,-119.9999,-119.9999,140.0001,141.8778,-2.4999,-2.3845,2.5001,2.3847,,,,,2025
2025-11-12 04:00:00+00:00,Sacramento Kings,Denver Nuggets,244.4999,234.4999,-279.9999,-275.1537,360.0001,339.5986,-8.4999,-8.1153,8.5001,8.1155,,,,,2025
2025-11-12 02:00:00+00:00,Utah Jazz,Indiana Pacers,233.4999,223.6537,-117.9999,-118.5384,135.0001,137.9916,-2.4999,-2.423,2.5001,2.4232,,,,,2025
2025-11-12 01:00:00+00:00,Philadelphia 76ers,Boston Celtics,230.4999,222.0768,-104.9999,-73.7691,125.0001,90.9632,-1.4999,-0.9614,1.5001,0.9616,,,,,2025
2025-11-12 01:00:00+00:00,Oklahoma City Thunder,Golden State Warriors,227.4999,218.6153,300.0001,406.7716,-269.9999,-303.2307,8.0001,8.1924,-7.9999,-8.1922,,,,,2025
2025-11-12 00:30:00+00:00,Brooklyn Nets,Toronto Raptors,231.4999,222.8845,-329.9999,-340.2307,420.0001,435.2824,-9.9999,-9.8461,10.0001,9.8463,,,,,2025
2025-11-12 00:30:00+00:00,New York Knicks,Memphis Grizzlies,232.9999,224.2691,450.0001,436.5809,-324.9999,-339.923,10.0001,9.4616,-9.9999,-9.4614,,,,,2025
2025-11-11 03:30:00+00:00,Los Angeles Clippers,Atlanta Hawks,220.9999,221.1153,185.0001,187.2455,-159.9999,-161.923,4.5001,4.4232,-4.4999,-4.423,,,,,2025
2025-11-11 02:00:00+00:00,Phoenix Suns,New Orleans Pelicans,226.9999,226.1537,330.0001,342.0093,-289.9999,-276.9999,8.5001,9.1155,-8.4999,-9.1153,,,,,2025
2025-11-11 02:00:00+00:00,Utah Jazz,Minnesota Timberwolves,234.4999,225.6537,-249.9999,-245.2307,300.0001,297.0893,-7.4999,-7.423,7.5001,7.4232,,,,,2025
2025-11-11 01:30:00+00:00,Dallas Mavericks,Milwaukee Bucks,229.4999,229.2307,-135.9999,-137.7691,165.0001,159.7578,-3.4999,-3.3845,3.5001,3.3847,,,,,2025
2025-11-11 01:00:00+00:00,Chicago Bulls,San Antonio Spurs,235.4999,235.7691,-164.9999,-167.6922,195.0001,195.6301,-4.9999,-4.9614,5.0001,4.9616,,,,,2025
2025-11-11 00:30:00+00:00,Miami Heat,Cleveland Cavaliers,247.9999,247.923,-239.9999,-248.1537,290.0001,301.2909,-7.4999,-7.3461,7.5001,7.3463,,,,,2025
2025-11-11 00:00:00+00:00,Charlotte Hornets,Los Angeles Lakers,230.4999,230.3461,-274.9999,-276.9999,340.0001,341.4486,-8.4999,-8.1153,8.5001,8.1155,,,,,2025
2025-11-11 00:00:00+00:00,Orlando Magic,Portland Trail Blazers,234.9999,226.2307,125.0001,129.5578,-104.9999,-110.6153,2.0001,2.0386,-1.9999,-2.0384,,,,,2025
2025-11-11 00:00:00+00:00,Detroit Pistons,Washington Wizards,236.4999,236.3076,600.0001,576.0147,-439.9999,-433.2307,11.0001,11.3078,-10.9999,-11.3076,,,,,2025
2025-11-10 02:00:00+00:00,Sacramento Kings,Minnesota Timberwolves,237.4999,237.9614,-164.9999,-163.6153,196.0001,190.5947,-4.4999,-4.6153,4.5001,4.6155,,,,,2025
2025-11-10 01:30:00+00:00,Golden State Warriors,Indiana Pacers,221.4999,221.8076,675.0001,681.8978,-459.9999,-486.8461,12.5001,12.2693,-12.4999,-12.2691,,,,,2025
2025-11-10 00:30:00+00:00,Philadelphia 76ers,Detroit Pistons,233.9999,234.3076,-154.9999,-160.5384,185.0001,188.1793,-4.4999,-3.7691,4.5001,3.7693,,,,,2025
2025-11-09 23:00:00+00:00,Orlando Magic,Boston Celtics,226.9999,227.2916,164.0001,159.0001,-129.9999,-137.4999,4.0001,3.6668,-3.9999,-3.6666,,,,,2025
2025-11-09 23:00:00+00:00,New York Knicks,Brooklyn Nets,226.4999,226.9582,1200.0001,1217.7501,-724.9999,-743.4166,15.5001,15.5001,-15.4999,-15.4999,,,,,2025
2025-11-09 23:00:00+00:00,Memphis Grizzlies,Oklahoma City Thunder,230.4999,231.0416,-359.9999,-389.8332,520.0001,513.5834,-10.4999,-10.4999,10.5001,10.5001,,,,,2025
2025-11-09 20:30:00+00:00,Milwaukee Bucks,Houston Rockets,231.9999,231.9999,-144.9999,-150.1537,170.0001,172.7639,-4.4999,-4.0768,4.5001,4.077,,,,,2025
2025-11-09 03:30:00+00:00,Los Angeles Clippers,Phoenix Suns,226.4999,217.9614,175.0001,179.4809,-154.9999,-153.9999,4.5001,4.3078,-4.4999,-4.3076,,,,,2025
2025-11-09 02:00:00+00:00,Denver Nuggets,Indiana Pacers,234.4999,225.4999,395.0001,419.3955,-339.9999,-329.3845,9.5001,9.0001,-9.4999,-8.9999,,,,,2025
2025-11-09 01:00:00+00:00,Miami Heat,Portland Trail Blazers,242.4999,232.9614,-139.9999,-141.4614,165.0001,164.4363,-3.4999,-3.6537,3.5001,3.6539,,,,,2025
2025-11-09 01:00:00+00:00,Atlanta Hawks,Los Angeles Lakers,228.4999,219.8461,-179.9999,-181.8461,220.0001,216.4616,-4.9999,-4.9614,5.0001,4.9616,,,,,2025
2025-11-09 01:00:00+00:00,Cleveland Cavaliers,Chicago Bulls,238.9999,229.7691,370.0001,365.737,-294.9999,-293.7691,8.5001,8.3463,-8.4999,-8.3461,,,,,2025
2025-11-09 01:00:00+00:00,San Antonio Spurs,New Orleans Pelicans,224.9999,215.3845,550.0001,557.717,-424.9999,-417.5384,11.0001,10.8078,-10.9999,-10.8076,,,,,2025
2025-11-09 00:30:00+00:00,Philadelphia 76ers,Toronto Raptors,236.9999,227.5384,200.0001,198.0916,-169.9999,-169.0768,5.0001,4.8847,-4.9999,-4.8845,,,,,2025
2025-11-09 00:00:00+00:00,Washington Wizards,Dallas Mavericks,233.4999,224.7691,-134.9999,-145.1537,160.0001,167.5901,-3.9999,-4.0768,4.0001,4.077,,,,,2025
2025-11-08 03:00:00+00:00,Denver Nuggets,Golden State Warriors,230.4999,230.3749,410.0001,423.0834,-319.9999,-329.7499,9.5001,9.5001,-9.4999,-9.4999,,,,,2025
2025-11-08 03:00:00+00:00,Sacramento Kings,Oklahoma City Thunder,234.4999,234.2916,-439.9999,-442.8332,600.0001,601.7501,-11.4999,-11.5416,11.5001,11.5418,,,,,2025
2025-11-08 01:00:00+00:00,Milwaukee Bucks,Chicago Bulls,239.9999,240.1249,175.0001,173.6668,-149.9999,-149.4999,4.5001,4.5001,-4.4999,-4.4999,,,,,2025
2025-11-08 01:00:00+00:00,Memphis Grizzlies,Dallas Mavericks,232.4999,232.6666,180.0001,178.6668,-154.9999,-153.9166,4.5001,4.2501,-4.4999,-4.2499,,,,,2025
2025-11-08 01:00:00+00:00,Miami Heat,Charlotte Hornets,234.9999,235.2916,255.0001,259.3334,-214.9999,-214.7499,7.0001,7.0834,-6.9999,-7.0832,,,,,2025
2025-11-08 01:00:00+00:00,Minnesota Timberwolves,Utah Jazz,232.9999,233.1666,650.0001,650.1668,-459.9999,-475.3332,12.5001,12.3334,-12.4999,-12.3332,,,,,2025
2025-11-08 00:30:00+00:00,Atlanta Hawks,Toronto Raptors,234.9999,235.1666,135.0001,134.0834,-114.9999,-114.6666,2.5001,2.4584,-2.4999,-2.4582,,,,,2025
2025-11-08 00:30:00+00:00,San Antonio Spurs,Houston Rockets,224.4999,224.4582,-144.9999,-142.9999,165.0001,167.2501,-3.9999,-3.8749,4.0001,3.8751,,,,,2025
2025-11-08 00:30:00+00:00,Brooklyn Nets,Detroit Pistons,227.4999,227.2499,-359.9999,-367.8332,475.0001,479.9168,-10.4999,-10.4999,10.5001,10.5001,,,,,2025
2025-11-08 00:00:00+00:00,Washington Wizards,Cleveland Cavaliers,240.4999,240.9999,-574.9999,-590.4999,850.0001,864.6668,-13.4999,-13.5416,13.5001,13.5418,,,,,2025
2025-11-08 00:00:00+00:00,Orlando Magic,Boston Celtics,226.4999,226.4582,164.0001,163.6668,-139.9999,-140.7499,4.0001,3.7918,-3.9999,-3.7916,,,,,2025
2025-11-07 02:00:00+00:00,Phoenix Suns,Los Angeles Clippers,224.4999,215.7307,145.0001,141.8716,-119.9999,-123.0768,2.5001,2.3847,-2.4999,-2.3845,,,,,2025
2025-11-06 03:00:00+00:00,Sacramento Kings,Golden State Warriors,225.4999,216.4614,145.0001,98.1985,-124.9999,-84.7692,3.0001,1.8462,-2.9999,-1.8461,,,,,2025
2025-11-06 03:00:00+00:00,Los Angeles Lakers,San Antonio Spurs,227.4999,218.9614,-99.9999,-88.4615,123.0001,84.1831,-0.9999,-1.7692,1.0001,1.7693,,,,,2025
2025-11-06 03:00:00+00:00,Portland Trail Blazers,Oklahoma City Thunder,231.4999,222.3076,-144.9999,-99.5384,170.0001,115.5331,-3.4999,-2.3461,3.5001,2.3462,,,,,2025
2025-11-06 02:00:00+00:00,Denver Nuggets,Miami Heat,241.9999,242.0768,365.0001,249.1216,-299.9999,-205.6922,9.0001,6.0001,-8.9999,-5.9999,,,,,2025
2025-11-06 01:30:00+00:00,Dallas Mavericks,New Orleans Pelicans,225.9999,216.9999,280.0001,203.2139,254.9999,-167.8461,8.0001,5.1924,-7.9999,-5.1922,,,,,2025
2025-11-06 01:00:00+00:00,Memphis Grizzlies,Houston Rockets,232.4999,223.3845,-254.9999,-251.4614,310.0001,303.2139,-7.4999,-7.2307,7.5001,7.2309,,,,,2025
2025-11-06 00:30:00+00:00,Boston Celtics,Washington Wizards,232.4999,223.7691,650.0001,654.1016,-479.9999,-483.5384,13.0001,12.2309,-12.9999,-12.2307,,,,,2025
2025-11-06 00:30:00+00:00,New York Knicks,Minnesota Timberwolves,228.9999,219.8845,152.0001,160.0563,-134.9999,-137.3845,3.5001,3.6539,-3.4999,-3.6537,,,,,2025
2025-11-06 00:00:00+00:00,Cleveland Cavaliers,Philadelphia 76ers,234.9999,226.2307,510.0001,505.5986,-392.9999,-388.3076,12.0001,11.3847,-11.9999,-11.3845,,,,,2025
2025-11-06 00:00:00+00:00,Detroit Pistons,Utah Jazz,233.4999,223.2691,450.0001,452.7939,-349.9999,-353.2307,9.5001,9.5001,-9.4999,-9.4999,,,,,2025
2025-11-06 00:00:00+00:00,Indiana Pacers,Brooklyn Nets,232.4999,231.9614,250.0001,253.8586,-209.9999,-211.0768,6.5001,7.1155,-6.4999,-7.1153,,,,,2025
2025-11-05 04:00:00+00:00,Los Angeles Clippers,Oklahoma City Thunder,219.4999,210.8845,-264.9999,-262.6153,325.0001,320.5478,-8.4999,-8.1153,8.5001,8.1155,,,,,2025
2025-11-05 03:00:00+00:00,Golden State Warriors,Phoenix Suns,235.4999,227.3461,455.0001,461.9747,-349.9999,-357.923,10.5001,10.1539,-10.4999,-10.1537,,,,,2025
2025-11-05 01:00:00+00:00,Atlanta Hawks,Orlando Magic,229.4999,220.7691,-139.9999,-142.3845,165.0001,165.6493,-3.4999,-3.423,3.5001,3.4232,,,,,2025
2025-11-05 01:00:00+00:00,Chicago Bulls,Philadelphia 76ers,239.9999,231.2307,130.0001,129.6524,-109.9999,-111.6153,2.0001,1.8463,-1.9999,-1.8461,,,,,2025
2025-11-05 01:00:00+00:00,New Orleans Pelicans,Charlotte Hornets,229.4999,220.6537,150.0001,150.1732,-129.9999,-128.923,3.0001,2.8463,-2.9999,-2.8461,,,,,2025
2025-11-05 00:30:00+00:00,Toronto Raptors,Milwaukee Bucks,237.4999,228.2691,130.0001,130.5063,-109.9999,-112.1537,2.5001,2.3078,-2.4999,-2.3076,,,,,2025
2025-11-04 03:30:00+00:00,Los Angeles Clippers,Miami Heat,227.4999,219.0384,310.0001,301.2086,-234.9999,-243.7691,7.5001,7.3078,-7.4999,-7.3076,,,,,2025
2025-11-04 03:00:00+00:00,Portland Trail Blazers,Los Angeles Lakers,227.9999,219.2691,425.0001,385.9516,-333.9999,-291.4614,9.5001,8.7693,-9.4999,-8.7691,,,,,2025
2025-11-04 02:00:00+00:00,Denver Nuggets,Sacramento Kings,236.9999,227.8461,550.0001,562.6401,-399.9999,-431.3845,11.5001,11.2309,-11.4999,-11.2307,,,,,2025
2025-11-04 01:00:00+00:00,Memphis Grizzlies,Detroit Pistons,235.4999,226.8845,-149.9999,-155.923,185.0001,183.8609,-3.9999,-3.923,4.0001,3.9232,,,,,2025
2025-11-04 01:00:00+00:00,Houston Rockets,Dallas Mavericks,226.4999,218.423,650.0001,657.2824,-474.9999,-416.6814,12.5001,12.0386,-12.4999,-12.0384,,,,,2025
2025-11-04 00:30:00+00:00,New York Knicks,Washington Wizards,233.9999,225.4614,650.0001,680.4839,-474.9999,-493.3845,13.0001,12.5386,-12.9999,-12.5384,,,,,2025
2025-11-04 00:30:00+00:00,Boston Celtics,Utah Jazz,232.9999,224.6153,470.0001,495.2824,-359.9999,-380.7691,10.5001,10.2309,-10.4999,-10.2307,,,,,2025
2025-11-04 00:00:00+00:00,Brooklyn Nets,Minnesota Timberwolves,225.9999,216.9999,-329.9999,-320.1537,425.0001,425.7355,-9.9999,-9.3076,10.0001,9.3078,,,,,2025
