SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,SEASON_TYPE,HOME,TEAM_CITY,TEAM_SLUG,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
62025,1610612759,SAS,San Antonio Spurs,0062500001,2025-12-16,SAS @ NYK,L,240,113,41,99,0.414,14,39,0.359,17,22,0.773,18,24,42,29,4,5,8,13,-11.0,In-Season Final Game,False,San Antonio,spurs,240:00,582.5,116.5,645.8,129.2,-63.4,-12.7,0.707,3.63,19.5,0.371,0.534,0.45,8.247,8.2,0.485,0.52,1.0,0.975,19.3,96.5,80.42,97.0,0.453
62025,1610612752,NYK,New York Knicks,0062500001,2025-12-16,SAS @ NYK,W,240,124,49,105,0.467,15,40,0.375,11,15,0.733,23,36,59,27,7,6,10,20,11.0,In-Season Final Game,False,New York,knicks,240:00,645.8,129.2,582.5,116.5,63.4,12.7,0.551,2.45,18.0,0.466,0.629,0.55,11.458,11.5,0.538,0.556,1.0,0.984,19.3,96.5,80.42,96.0,0.547
22025,1610612763,MEM,Memphis Grizzlies,0022501226,2025-12-15,MEM @ LAC,W,240,121,45,86,0.523,16,39,0.41,15,17,0.882,9,23,32,33,10,7,11,21,18.0,Regular Season,False,Memphis,grizzlies,240:00,657.6,131.5,565.9,113.2,91.7,18.3,0.733,3.0,23.7,0.357,0.578,0.471,11.957,12.0,0.616,0.647,1.0,0.981,18.3,91.5,76.25,92.0,0.59
22025,1610612762,UTA,Utah Jazz,0022501224,2025-12-15,UTA vs. DAL,W,264,140,50,97,0.515,13,36,0.361,27,33,0.818,8,39,47,33,8,4,13,32,7.0,Regular Season,True,Utah,jazz,265:00,608.7,121.7,578.3,115.7,30.4,6.1,0.66,2.54,21.0,0.173,0.678,0.441,11.304,11.3,0.582,0.628,1.0,0.984,20.83,104.15,86.79,115.0,0.54
22025,1610612746,LAC,LA Clippers,0022501226,2025-12-15,LAC vs. MEM,L,241,103,37,80,0.463,13,36,0.361,16,22,0.727,13,26,39,26,4,2,18,15,-18.0,Regular Season,True,LA,clippers,240:00,565.9,113.2,657.6,131.5,-91.7,-18.3,0.703,1.37,19.1,0.422,0.643,0.529,20.879,20.9,0.544,0.574,1.0,0.982,18.3,91.5,76.25,91.0,0.41
22025,1610612738,BOS,Boston Celtics,0022501222,2025-12-15,BOS vs. DET,L,238,105,38,82,0.463,10,39,0.256,19,27,0.704,7,30,37,16,7,5,12,20,-7.0,Regular Season,True,Boston,celtics,240:00,564.5,112.9,589.5,117.9,-25.0,-5.0,0.421,1.23,13.2,0.25,0.623,0.446,13.978,14.0,0.524,0.559,1.0,0.99,18.8,94.0,78.33,93.0,0.469
22025,1610612742,DAL,Dallas Mavericks,0022501224,2025-12-15,DAL @ UTA,L,265,133,48,98,0.49,9,27,0.333,28,41,0.683,14,40,54,24,6,6,14,26,-7.0,Regular Season,False,Dallas,mavericks,265:00,578.3,115.7,608.7,121.7,-30.4,-6.1,0.5,1.6,15.2,0.322,0.827,0.559,13.043,13.0,0.536,0.573,1.0,0.963,20.83,104.15,86.79,115.0,0.46
22025,1610612765,DET,Detroit Pistons,0022501222,2025-12-15,DET @ BOS,W,239,112,41,89,0.461,13,36,0.361,17,25,0.68,12,27,39,21,9,3,10,20,7.0,Regular Season,False,Detroit,pistons,240:00,589.5,117.9,564.5,112.9,25.0,5.0,0.512,1.91,15.6,0.377,0.75,0.554,11.579,11.6,0.534,0.56,1.0,0.965,18.8,94.0,78.33,95.0,0.531
22025,1610612754,IND,Indiana Pacers,0022501216,2025-12-14,IND vs. WAS,L,240,89,31,84,0.369,10,39,0.256,17,21,0.81,11,30,41,20,2,7,8,18,-19.0,Regular Season,True,Indiana,pacers,240:00,494.4,98.9,593.4,118.7,-99.0,-19.8,0.645,2.5,16.3,0.241,0.574,0.407,8.889,8.9,0.429,0.477,1.0,0.99,18.1,90.5,75.42,90.0,0.424
22025,1610612744,GSW,Golden State Warriors,0022501221,2025-12-14,GSW @ POR,L,239,131,44,87,0.506,24,47,0.511,19,23,0.826,8,28,36,34,14,5,18,24,-5.0,Regular Season,False,Golden State,warriors,240:00,629.8,126.0,641.5,128.3,-11.7,-2.3,0.773,1.89,22.8,0.244,0.644,0.444,17.308,17.3,0.644,0.674,1.0,1.0,21.0,105.0,87.5,104.0,0.487
22025,1610612739,CLE,Cleveland Cavaliers,0022501218,2025-12-14,CLE vs. CHA,L,265,111,38,95,0.4,12,38,0.316,23,29,0.793,13,33,46,27,10,3,14,24,-8.0,Regular Season,True,Cleveland,cavaliers,265:00,523.6,104.7,556.1,111.2,-32.5,-6.5,0.711,1.93,18.1,0.295,0.621,0.454,13.208,13.2,0.463,0.515,1.0,1.0,19.29,96.45,80.38,106.0,0.462
22025,1610612741,CHI,Chicago Bulls,0022501223,2025-12-14,CHI vs. NOP,L,240,104,38,92,0.413,13,49,0.265,15,17,0.882,13,30,43,26,10,4,13,24,-10.0,Regular Season,True,Chicago,bulls,240:00,514.9,103.0,564.4,112.9,-49.5,-9.9,0.684,2.0,18.4,0.259,0.608,0.429,12.871,12.9,0.484,0.523,1.0,0.983,20.2,101.0,84.17,101.0,0.452
22025,1610612766,CHA,Charlotte Hornets,0022501218,2025-12-14,CHA @ CLE,W,265,119,43,98,0.439,17,44,0.386,16,21,0.762,12,41,53,28,9,7,16,26,8.0,Regular Season,False,Charlotte,hornets,265:00,556.1,111.2,523.6,104.7,32.5,6.5,0.651,1.56,18.1,0.379,0.705,0.546,16.822,16.8,0.526,0.555,1.0,0.976,19.29,96.45,80.38,107.0,0.538
22025,1610612740,NOP,New Orleans Pelicans,0022501223,2025-12-14,NOP @ CHI,W,241,114,43,93,0.462,8,33,0.242,20,25,0.8,14,39,53,21,7,5,14,17,10.0,Regular Season,False,New Orleans,pelicans,240:00,564.4,112.9,514.9,103.0,49.5,9.9,0.488,1.4,14.8,0.392,0.741,0.571,14.851,14.9,0.505,0.548,1.0,0.975,20.2,101.0,84.17,101.0,0.548
22025,1610612757,POR,Portland Trail Blazers,0022501221,2025-12-14,POR vs. GSW,W,239,136,45,89,0.506,20,39,0.513,26,29,0.897,10,33,43,30,11,4,17,21,5.0,Regular Season,True,Portland,blazers,240:00,641.5,128.3,629.8,126.0,11.7,2.3,0.667,1.67,19.7,0.356,0.756,0.556,16.981,17.0,0.618,0.668,1.0,0.959,21.0,105.0,87.5,106.0,0.513
22025,1610612764,WAS,Washington Wizards,0022501216,2025-12-14,WAS @ IND,W,240,108,41,89,0.461,10,28,0.357,16,26,0.615,17,39,56,19,5,3,11,21,19.0,Regular Season,False,Washington,wizards,240:00,593.4,118.7,494.4,98.9,99.0,19.8,0.463,1.73,14.5,0.426,0.759,0.593,12.088,12.1,0.517,0.538,1.0,0.973,18.1,90.5,75.42,91.0,0.576
22025,1610612752,NYK,New York Knicks,0022501229,2025-12-13,NYK @ ORL,W,240,132,51,84,0.607,7,20,0.35,23,31,0.742,8,33,41,28,9,7,12,23,12.0,Regular Season,False,New York,knicks,240:00,628.6,125.7,576.9,115.4,51.6,10.3,0.549,2.33,19.9,0.216,0.655,0.478,11.429,11.4,0.649,0.676,1.0,0.973,20.9,104.5,87.08,105.0,0.583
22025,1610612753,ORL,Orlando Magic,0022501229,2025-12-13,NYK @ ORL,L,241,120,45,97,0.464,13,42,0.31,17,25,0.68,12,29,41,28,9,3,14,24,-12.0,Regular Season,False,Orlando,magic,240:00,576.9,115.4,628.6,125.7,-51.6,-10.3,0.622,2.0,18.7,0.345,0.784,0.522,13.462,13.5,0.531,0.556,1.0,1.0,20.9,104.5,87.08,104.0,0.417
22025,1610612744,GSW,Golden State Warriors,0022501215,2025-12-12,GSW vs. MIN,L,240,120,44,96,0.458,15,46,0.326,17,22,0.773,12,30,42,27,7,2,13,23,-7.0,Regular Season,True,Golden State,warriors,240:00,588.2,117.6,610.6,122.1,-22.3,-4.5,0.614,2.08,18.5,0.315,0.711,0.495,12.745,12.7,0.536,0.568,1.0,1.0,20.6,103.0,85.83,102.0,0.443
22025,1610612755,PHI,Philadelphia 76ers,0022501211,2025-12-12,PHI vs. IND,W,240,115,35,79,0.443,12,37,0.324,33,43,0.767,11,39,50,22,6,4,12,19,10.0,Regular Season,True,Philadelphia,sixers,240:00,586.7,117.3,530.3,106.1,56.4,11.3,0.629,1.69,16.3,0.306,0.733,0.541,13.265,13.3,0.519,0.587,1.0,0.973,19.7,98.5,82.08,98.0,0.552
22025,1610612739,CLE,Cleveland Cavaliers,0022501212,2025-12-12,CLE @ WAS,W,240,130,41,97,0.423,15,53,0.283,33,36,0.917,15,33,48,28,11,1,7,20,4.0,Regular Season,False,Cleveland,cavaliers,240:00,625.0,125.0,600.0,120.0,25.0,5.0,0.683,4.0,18.7,0.305,0.694,0.481,6.731,6.7,0.5,0.576,1.0,0.992,20.9,104.5,87.08,104.0,0.521
22025,1610612737,ATL,Atlanta Hawks,0022501210,2025-12-12,ATL @ DET,L,241,115,39,85,0.459,11,36,0.306,26,31,0.839,13,24,37,28,9,8,20,18,-27.0,Regular Season,False,Atlanta,hawks,240:00,532.4,106.5,669.8,134.0,-137.4,-27.5,0.718,1.4,18.4,0.347,0.7,0.506,18.519,18.5,0.524,0.583,1.0,0.968,21.4,107.0,89.17,108.0,0.392
22025,1610612765,DET,Detroit Pistons,0022501210,2025-12-12,DET vs. ATL,W,240,142,53,91,0.582,12,29,0.414,24,29,0.828,10,30,40,34,16,6,12,22,27.0,Regular Season,True,Detroit,pistons,240:00,669.8,134.0,532.4,106.5,137.4,27.5,0.642,2.43,22.4,0.3,0.653,0.494,13.208,13.2,0.648,0.684,1.0,0.983,21.4,107.0,89.17,106.0,0.608
22025,1610612762,UTA,Utah Jazz,0022501213,2025-12-12,UTA @ MEM,W,241,130,48,104,0.462,17,47,0.362,17,25,0.68,14,44,58,33,6,4,13,23,4.0,Regular Season,False,Utah,jazz,240:00,613.2,122.6,588.8,117.8,24.4,4.9,0.688,2.54,20.9,0.317,0.772,0.538,12.264,12.3,0.543,0.565,1.0,1.0,21.3,106.5,88.75,106.0,0.506
22025,1610612750,MIN,Minnesota Timberwolves,0022501215,2025-12-12,MIN @ GSW,W,240,127,48,89,0.539,11,31,0.355,20,28,0.714,11,33,44,30,8,3,10,22,7.0,Regular Season,False,Minnesota,timberwolves,240:00,610.6,122.1,588.2,117.6,22.3,4.5,0.625,2.73,20.4,0.289,0.685,0.505,10.577,10.6,0.601,0.627,1.0,0.957,20.6,103.0,85.83,104.0,0.557
22025,1610612766,CHA,Charlotte Hornets,0022501209,2025-12-12,CHA vs. CHI,L,239,126,51,97,0.526,16,37,0.432,8,10,0.8,8,24,32,30,5,3,8,19,-3.0,Regular Season,True,Charlotte,hornets,240:00,623.8,124.8,632.4,126.5,-8.6,-1.7,0.588,3.33,21.3,0.213,0.651,0.422,8.911,8.9,0.608,0.621,1.0,0.982,20.3,101.5,84.58,101.0,0.462
22025,1610612741,CHI,Chicago Bulls,0022501209,2025-12-12,CHI @ CHA,W,241,129,52,94,0.553,10,28,0.357,15,19,0.789,11,33,44,29,3,6,11,11,3.0,Regular Season,False,Chicago,bulls,240:00,632.4,126.5,623.8,124.8,8.6,1.7,0.558,2.42,20.0,0.349,0.787,0.578,11.765,11.8,0.606,0.63,1.0,0.974,20.3,101.5,84.58,102.0,0.538
22025,1610612754,IND,Indiana Pacers,0022501211,2025-12-12,IND @ PHI,L,241,105,38,96,0.396,13,38,0.342,16,19,0.842,12,34,46,26,6,4,7,27,-10.0,Regular Season,False,Indiana,pacers,240:00,530.3,106.1,586.7,117.3,-56.4,-11.3,0.684,3.71,18.4,0.267,0.694,0.459,7.071,7.1,0.464,0.503,1.0,0.965,19.7,98.5,82.08,99.0,0.448
22025,1610612742,DAL,Dallas Mavericks,0022501214,2025-12-12,DAL vs. BKN,W,239,119,46,94,0.489,10,30,0.333,17,22,0.773,9,31,40,33,10,8,14,20,8.0,Regular Season,True,Dallas,mavericks,240:00,572.1,114.4,544.1,108.8,28.0,5.6,0.717,2.36,21.7,0.3,0.792,0.541,13.462,13.5,0.543,0.574,1.0,0.966,20.6,103.0,85.83,104.0,0.541
22025,1610612763,MEM,Memphis Grizzlies,0022501213,2025-12-12,MEM vs. UTA,L,239,126,46,99,0.465,19,41,0.463,15,21,0.714,9,40,49,32,4,5,10,21,-4.0,Regular Season,True,Memphis,grizzlies,240:00,588.8,117.8,613.2,122.6,-24.4,-4.9,0.696,3.2,21.2,0.228,0.683,0.462,9.346,9.3,0.561,0.582,1.0,0.983,21.3,106.5,88.75,107.0,0.494
22025,1610612764,WAS,Washington Wizards,0022501212,2025-12-12,WAS vs. CLE,L,239,126,42,86,0.488,16,44,0.364,26,32,0.813,12,37,49,29,6,6,16,27,-4.0,Regular Season,True,Washington,wizards,240:00,600.0,120.0,625.0,125.0,-25.0,-5.0,0.69,1.81,19.5,0.306,0.695,0.519,15.238,15.2,0.581,0.629,1.0,0.958,20.9,104.5,87.08,105.0,0.479
22025,1610612751,BKN,Brooklyn Nets,0022501214,2025-12-12,BKN @ DAL,L,240,111,39,86,0.453,17,39,0.436,16,19,0.842,9,34,43,26,8,5,17,22,-8.0,Regular Season,False,Brooklyn,nets,240:00,544.1,108.8,572.1,114.4,-28.0,-5.6,0.667,1.53,18.8,0.208,0.7,0.459,16.667,16.7,0.552,0.588,1.0,1.0,20.6,103.0,85.83,102.0,0.459
22025,1610612757,POR,Portland Trail Blazers,0022501207,2025-12-11,POR @ NOP,L,242,120,45,102,0.441,14,48,0.292,16,22,0.727,13,28,41,27,5,7,15,19,-23.0,Regular Season,False,Portland,blazers,240:00,560.7,112.1,656.0,131.2,-95.2,-19.0,0.6,1.8,17.9,0.293,0.6,0.442,14.019,14.0,0.51,0.537,1.0,1.0,21.6,108.0,90.0,107.0,0.37
22025,1610612740,NOP,New Orleans Pelicans,0022501207,2025-12-11,NOP vs. POR,W,239,143,58,112,0.518,12,32,0.375,15,17,0.882,19,38,57,36,10,8,8,16,23.0,Regular Season,True,New Orleans,pelicans,240:00,656.0,131.2,560.7,112.1,95.2,19.0,0.621,3.6,21.7,0.4,0.707,0.558,9.174,9.2,0.571,0.598,1.0,0.969,21.6,108.0,90.0,109.0,0.63
22025,1610612756,PHX,Phoenix Suns,0022501203,2025-12-10,PHX @ OKC,L,240,89,33,84,0.393,10,31,0.323,13,16,0.813,7,30,37,24,12,2,20,13,-49.0,Regular Season,False,Phoenix,suns,240:00,427.9,85.6,657.1,131.4,-229.3,-45.9,0.727,1.14,17.1,0.226,0.833,0.472,20.192,20.2,0.452,0.489,1.0,0.957,20.9,104.5,87.08,104.0,0.307
22025,1610612760,OKC,Oklahoma City Thunder,0022501203,2025-12-10,OKC vs. PHX,W,242,138,52,88,0.591,22,40,0.55,12,13,0.923,6,37,43,32,14,7,14,14,49.0,Regular Season,True,Oklahoma City,thunder,240:00,657.1,131.4,427.9,85.6,229.3,45.9,0.615,2.13,22.4,0.167,0.774,0.528,14.286,14.3,0.716,0.736,1.0,0.955,20.9,104.5,87.08,105.0,0.693
22025,1610612761,TOR,Toronto Raptors,0022501202,2025-12-09,TOR vs. NYK,L,241,101,39,90,0.433,11,38,0.289,12,18,0.667,12,25,37,28,9,4,13,22,-16.0,Regular Season,True,Toronto,raptors,240:00,537.2,107.4,622.3,124.5,-85.1,-17.0,0.718,2.0,19.7,0.357,0.651,0.485,14.894,14.9,0.494,0.516,1.0,0.965,18.8,94.0,78.33,94.0,0.42
22025,1610612752,NYK,New York Knicks,0022501202,2025-12-09,NYK @ TOR,W,239,117,42,80,0.525,16,35,0.457,17,28,0.607,14,34,48,19,9,7,13,19,16.0,Regular Season,False,New York,knicks,240:00,622.3,124.5,537.2,107.4,85.1,17.0,0.452,1.36,14.8,0.349,0.643,0.515,14.894,14.9,0.625,0.634,1.0,0.972,18.8,94.0,78.33,94.0,0.58
22025,1610612753,ORL,Orlando Magic,0022501201,2025-12-09,ORL vs. MIA,W,240,117,44,87,0.506,15,32,0.469,14,16,0.875,7,40,47,30,5,6,16,19,9.0,Regular Season,True,Orlando,magic,240:00,573.5,114.7,524.3,104.9,49.3,9.9,0.682,1.76,21.4,0.209,0.796,0.536,16.667,16.7,0.592,0.622,1.0,0.991,20.5,102.5,85.42,102.0,0.537
22025,1610612748,MIA,Miami Heat,0022501201,2025-12-09,MIA @ ORL,L,239,108,42,93,0.452,8,33,0.242,16,19,0.842,7,32,39,25,8,6,8,16,-9.0,Regular Season,False,Miami,heat,240:00,524.3,104.9,573.5,114.7,-49.3,-9.9,0.595,3.13,18.0,0.204,0.791,0.464,7.767,7.8,0.495,0.533,1.0,0.956,20.5,102.5,85.42,103.0,0.463
12025,1610612763,MEM,Memphis Grizzlies,0012500061,2025-10-15,MEM @ CHA,L,241,116,41,96,0.427,26,60,0.433,8,10,0.8,11,22,33,32,6,4,15,26,-29.0,Preseason,False,Memphis,grizzlies,240:00,568.6,113.7,703.9,140.8,-135.3,-27.1,0.78,2.0,21.3,0.281,0.519,0.394,15.686,15.7,0.563,0.578,1.0,0.975,20.5,102.5,85.42,102.0,0.354
12025,1610612747,LAL,Los Angeles Lakers,0012500005,2025-10-15,LAL vs. DAL,L,240,94,34,86,0.395,12,41,0.293,14,18,0.778,9,37,46,24,4,8,17,21,-27.0,Preseason,True,Los Angeles,lakers,240:00,456.3,91.3,593.1,118.6,-136.8,-27.4,0.706,1.41,17.3,0.214,0.813,0.49,16.505,16.5,0.465,0.5,1.0,0.957,20.5,102.5,85.42,103.0,0.358
12025,1610612746,LAC,LA Clippers,0012500022,2025-10-15,LAC @ SAC,W,241,109,40,79,0.506,11,31,0.355,18,26,0.692,7,36,43,25,7,4,12,13,18.0,Preseason,False,LA,clippers,240:00,579.8,116.0,489.2,97.8,90.5,18.1,0.625,2.08,19.7,0.2,0.673,0.46,12.766,12.8,0.576,0.603,1.0,0.99,18.7,93.5,77.92,94.0,0.604
12025,1610612766,CHA,Charlotte Hornets,0012500061,2025-10-15,CHA vs. MEM,W,239,145,51,100,0.51,20,50,0.4,23,30,0.767,19,37,56,35,9,3,14,12,29.0,Preseason,True,Charlotte,hornets,240:00,703.9,140.8,568.6,113.7,135.3,27.1,0.686,2.33,21.5,0.481,0.719,0.606,14.563,14.6,0.61,0.64,1.0,0.992,20.5,102.5,85.42,103.0,0.646
12025,1610612758,SAC,Sacramento Kings,0012500022,2025-10-15,SAC vs. LAC,L,241,91,38,93,0.409,9,42,0.214,6,8,0.75,12,36,48,22,8,1,13,20,-18.0,Preseason,True,Sacramento,kings,240:00,489.2,97.8,579.8,116.0,-90.5,-18.1,0.579,1.57,16.5,0.327,0.8,0.54,15.054,15.1,0.457,0.471,1.0,0.982,18.7,93.5,77.92,93.0,0.396
12025,1610612742,DAL,Dallas Mavericks,0012500005,2025-10-15,DAL @ LAL,W,241,121,45,89,0.506,9,31,0.29,22,28,0.786,7,39,46,30,11,3,8,15,27.0,Preseason,False,Dallas,mavericks,240:00,593.1,118.6,456.3,91.3,136.8,27.4,0.667,3.33,21.3,0.188,0.786,0.51,8.824,8.8,0.556,0.597,1.0,0.973,20.5,102.5,85.42,102.0,0.642
12025,1610612747,LAL,Los Angeles Lakers,0012500060,2025-10-14,LAL @ PHX,L,237,104,36,81,0.444,11,33,0.333,21,28,0.75,14,35,49,18,7,8,18,18,-9.0,Preseason,False,Los Angeles,lakers,240:00,530.6,106.1,570.7,114.1,-40.1,-8.0,0.5,0.9,13.6,0.354,0.661,0.523,20.408,20.4,0.512,0.557,1.0,0.982,19.7,98.5,82.08,98.0,0.489
12025,1610612745,HOU,Houston Rockets,0012500020,2025-10-14,HOU @ NOP,W,239,130,46,97,0.474,11,36,0.306,27,30,0.9,16,34,50,26,9,7,17,25,2.0,Preseason,False,Houston,rockets,240:00,596.3,119.3,587.2,117.4,9.2,1.8,0.565,1.53,17.0,0.353,0.673,0.519,15.596,15.6,0.531,0.59,1.0,0.992,21.8,109.0,90.83,109.0,0.517
12025,1610612740,NOP,New Orleans Pelicans,0012500020,2025-10-14,NOP vs. HOU,L,239,128,47,101,0.465,9,38,0.237,25,27,0.926,14,32,46,21,11,4,16,22,-2.0,Preseason,True,New Orleans,pelicans,240:00,587.2,117.4,596.3,119.3,-9.2,-1.8,0.447,1.31,14.2,0.327,0.647,0.481,14.679,14.7,0.51,0.567,1.0,0.992,21.8,109.0,90.83,109.0,0.483
12025,1610612739,CLE,Cleveland Cavaliers,0012500057,2025-10-14,CLE vs. DET,W,241,118,40,85,0.471,17,43,0.395,21,28,0.75,13,29,42,33,13,11,17,32,18.0,Preseason,True,Cleveland,cavaliers,240:00,590.0,118.0,500.0,100.0,90.0,18.0,0.825,1.83,22.0,0.347,0.667,0.5,18.0,18.0,0.571,0.606,1.0,0.974,20.0,100.0,83.33,100.0,0.592
12025,1610612765,DET,Detroit Pistons,0012500057,2025-10-14,DET @ CLE,L,240,100,34,73,0.466,8,24,0.333,24,38,0.632,12,28,40,23,12,6,24,24,-18.0,Preseason,False,Detroit,pistons,240:00,500.0,100.0,590.0,118.0,-90.0,-18.0,0.676,0.96,16.8,0.333,0.653,0.5,24.0,24.0,0.521,0.557,1.0,0.991,20.0,100.0,83.33,100.0,0.408
12025,1610612756,PHX,Phoenix Suns,0012500060,2025-10-14,PHX vs. LAL,W,240,113,47,102,0.461,16,42,0.381,3,8,0.375,13,25,38,27,12,3,10,23,9.0,Preseason,True,Phoenix,suns,240:00,570.7,114.1,530.6,106.1,40.1,8.0,0.574,2.08,18.5,0.339,0.646,0.477,13.131,13.1,0.539,0.535,1.0,0.95,19.7,98.5,82.08,99.0,0.511
12025,1610612742,DAL,Dallas Mavericks,0012500056,2025-10-13,DAL @ UTA,W,239,114,37,94,0.394,15,53,0.283,25,32,0.781,18,41,59,32,8,10,15,20,13.0,Preseason,False,Dallas,mavericks,240:00,558.8,111.8,495.1,99.0,63.7,12.7,0.865,2.0,20.5,0.367,0.764,0.557,15.686,15.7,0.473,0.527,1.0,0.976,20.4,102.0,85.0,102.0,0.583
12025,1610612754,IND,Indiana Pacers,0012500053,2025-10-13,IND vs. SAS,L,241,108,38,81,0.469,19,41,0.463,13,17,0.765,10,30,40,24,12,3,24,27,-16.0,Preseason,True,Indiana,pacers,240:00,534.7,106.9,601.9,120.4,-67.3,-13.5,0.632,1.0,17.5,0.267,0.604,0.449,23.762,23.8,0.586,0.61,1.0,1.0,20.4,102.0,85.0,101.0,0.402
12025,1610612750,MIN,Minnesota Timberwolves,0012500055,2025-10-13,MIN vs. GUA,W,239,134,50,83,0.602,17,33,0.515,17,22,0.773,12,40,52,34,9,5,16,19,60.0,Preseason,True,Minnesota,timberwolves,240:00,683.7,136.7,377.6,75.5,306.1,61.2,0.68,2.0,23.3,0.4,0.837,0.655,17.347,17.3,0.705,0.723,1.0,0.973,19.6,98.0,81.67,98.0,0.832
12025,1610612759,SAS,San Antonio Spurs,0012500053,2025-10-13,SAS @ IND,W,238,124,44,92,0.478,15,37,0.405,21,27,0.778,15,30,45,30,18,2,17,17,16.0,Preseason,False,San Antonio,spurs,240:00,601.9,120.4,534.7,106.9,67.3,13.5,0.682,1.76,19.5,0.396,0.733,0.551,16.505,16.5,0.56,0.597,1.0,0.96,20.4,102.0,85.0,103.0,0.598
12025,1610612762,UTA,Utah Jazz,0012500056,2025-10-13,UTA vs. DAL,L,238,101,35,87,0.402,11,37,0.297,20,27,0.741,11,37,48,22,10,3,13,25,-13.0,Preseason,True,Utah,jazz,240:00,495.1,99.0,558.8,111.8,-63.7,-12.7,0.629,1.47,16.1,0.236,0.633,0.443,14.706,14.7,0.466,0.511,1.0,0.965,20.4,102.0,85.0,102.0,0.417
12025,15018,GUA,Guangzhou Loong-Lions,0012500055,2025-10-13,GUA @ MIN,L,239,74,24,72,0.333,5,31,0.161,21,24,0.875,4,21,25,11,10,5,18,20,-60.0,Preseason,False,Guangzhou,loong-lions,130:22,215.1,43.0,401.1,80.2,-186.0,-37.2,0.464,0.64,7.4,0.17,0.606,0.35,10.753,10.8,0.37,0.467,1.0,0.624,34.24,171.21,142.67,93.0,0.152
12025,1610612748,MIA,Miami Heat,0012500019,2025-10-13,MIA @ ATL,L,265,118,44,113,0.389,5,34,0.147,25,30,0.833,23,47,70,22,4,6,19,28,-1.0,Preseason,False,Miami,heat,265:00,500.0,100.0,508.5,101.7,-8.5,-1.7,0.5,1.05,12.9,0.431,0.654,0.547,17.797,17.8,0.412,0.468,1.0,0.96,21.28,106.42,88.68,118.0,0.5
12025,1610612737,ATL,Atlanta Hawks,0012500019,2025-10-13,ATL vs. MIA,W,264,119,39,108,0.361,12,48,0.25,29,41,0.707,20,38,58,22,11,15,16,28,1.0,Preseason,True,Atlanta,hawks,265:00,508.5,101.7,500.0,100.0,8.5,1.7,0.564,1.38,13.3,0.346,0.569,0.453,13.675,13.7,0.417,0.472,1.0,0.979,21.28,106.42,88.68,117.0,0.5
12025,1610612746,LAC,LA Clippers,0012500052,2025-10-12,LAC vs. DEN,L,240,94,33,77,0.429,9,37,0.243,19,26,0.731,8,34,42,24,9,5,15,17,-8.0,Preseason,True,LA,clippers,240:00,494.7,98.9,536.8,107.4,-42.1,-8.4,0.727,1.6,18.5,0.22,0.723,0.464,15.789,15.8,0.487,0.531,1.0,0.972,19.0,95.0,79.17,95.0,0.49
12025,1610612741,CHI,Chicago Bulls,0012500051,2025-10-12,CHI vs. MIL,L,238,121,42,88,0.477,11,41,0.268,26,36,0.722,6,39,45,30,7,2,10,21,-6.0,Preseason,True,Chicago,bulls,240:00,570.8,114.2,593.5,118.7,-22.7,-4.5,0.714,3.0,20.7,0.173,0.788,0.481,9.434,9.4,0.54,0.583,1.0,0.991,21.3,106.5,88.75,106.0,0.509
12025,1610612751,BKN,Brooklyn Nets,0012500013,2025-10-12,BKN @ PHX,W,240,111,38,80,0.475,17,40,0.425,18,26,0.692,12,32,44,25,7,4,21,21,2.0,Preseason,False,Brooklyn,nets,240:00,560.6,112.1,550.5,110.1,10.1,2.0,0.658,1.04,17.7,0.383,0.736,0.57,24.242,24.2,0.581,0.607,1.0,0.957,19.8,99.0,82.5,99.0,0.504
12025,1610612743,DEN,Denver Nuggets,0012500052,2025-10-12,DEN @ LAC,W,240,102,38,82,0.463,15,42,0.357,11,17,0.647,8,37,45,23,9,2,15,22,8.0,Preseason,False,Denver,nuggets,240:00,536.8,107.4,494.7,98.9,42.1,8.4,0.605,1.44,17.6,0.277,0.78,0.536,16.842,16.8,0.555,0.57,1.0,0.963,19.0,95.0,79.17,95.0,0.51
12025,1610612749,MIL,Milwaukee Bucks,0012500051,2025-10-12,MIL @ CHI,W,238,127,45,93,0.484,20,48,0.417,17,23,0.739,9,40,49,28,4,3,11,28,6.0,Preseason,False,Milwaukee,bucks,240:00,593.5,118.7,570.8,114.2,22.7,4.5,0.622,2.15,19.2,0.212,0.827,0.519,12.15,12.1,0.591,0.616,1.0,0.958,21.3,106.5,88.75,107.0,0.491
